run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,direction_group
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.25,,,,,directional_selectivity,71336254477.50092,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.25,,,,,directional_selectivity,71336254477.50092,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.5,,,,,directional_selectivity,153480798006.05774,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.5,,,,,directional_selectivity,153480798006.05774,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.5,,,,,directional_selectivity,82061111927.03247,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.5,,,,,directional_selectivity,82061111927.03247,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.75,,,,,directional_selectivity,241945683956.14624,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.75,,,,,directional_selectivity,241945683956.14624,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.75,,,,,directional_selectivity,119912303984.16519,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,1.0,0.75,,,,,directional_selectivity,119912303984.16519,
