run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,action_frame
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.009174874052405357,8
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2,0.013001564890146255,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/left_position,0.012090896256268024,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/left_rotation,0.0057694632560014725,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/right_position,0.014881344512104988,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/right_rotation,0.01329354289919138,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/gripper,0.018316838890314102,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.004147441126406193,0
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.02236209064722061,1
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.007513851393014193,2
